Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio;Data Pedido
CA-2014-152310;DK-12895;OFF-PA-10003134;192,16;4;20,98;17/07/2011
MX-2012-120376;NS-18505;FUR-CH-10003982;194,784;2;20,97;05/11/2013
IT-2013-2603297;TP-21565;TEC-PH-10002597;273,3;4;20,97;29/07/2013
IN-2014-52293;SV-20785;TEC-AC-10001348;247,32;1;20,97;23/07/2012
ID-2014-15025;CC-12430;TEC-PH-10000720;418,6188;3;20,97;01/06/2011
CA-2012-163965;SS-20875;FUR-BO-10001337;290,352;3;20,97;09/08/2014
EG-2013-8100;PS-9045;TEC-SAM-10003891;292,8;4;20,97;07/05/2014
KZ-2013-7130;SC-10695;FUR-DAN-10002846;103,122;2;20,97;11/12/2012
RS-2012-3560;BP-1050;TEC-KON-10001507;350,58;2;20,97;31/05/2014
MX-2014-140613;PS-18970;TEC-AC-10004429;278,9;5;20,97;20/06/2014
ES-2013-3109023;ES-14020;OFF-ST-10000695;189,621;1;20,96;05/10/2014
CA-2011-156349;ML-17395;TEC-PH-10000441;201,584;2;20,96;11/04/2011
MX-2012-128755;KF-16285;TEC-AC-10000203;683,6;4;20,95;15/08/2011
MX-2014-128531;MC-17575;OFF-FA-10002286;95,424;12;20,95;10/10/2013
ES-2012-2209297;RB-19570;OFF-AR-10001190;323,46;6;20,95;25/09/2014
IT-2011-5027623;SF-20200;TEC-PH-10000641;194,472;4;20,95;12/09/2014
ES-2012-5024975;NG-18430;OFF-EN-10003780;150,48;8;20,95;23/10/2012
IN-2012-15830;DO-13645;OFF-PA-10004815;105,48;4;20,95;09/05/2014
IN-2011-44593;LR-16915;OFF-ST-10003243;105,6;4;20,95;11/07/2014
TU-2013-5040;RB-9705;FUR-BEV-10003414;198,396;1;20,95;08/12/2014
MX-2014-114727;SS-20140;TEC-CO-10003160;755,0946;5;20,95;30/01/2014
IT-2013-3005581;AJ-10780;OFF-ST-10000952;191,205;3;20,94;10/09/2014
CA-2011-106810;AJ-10795;FUR-FU-10004306;310,88;2;20,94;23/09/2013
US-2013-130855;PG-18895;TEC-AC-10001756;86,04;3;20,94;26/06/2013
ES-2014-5091205;DL-13315;OFF-BI-10003705;345,24;7;20,93;15/06/2012
UP-2013-7360;RF-9840;OFF-BOS-10001348;128,52;4;20,93;11/01/2013
IR-2011-9150;IM-5070;FUR-OFF-10002395;140,91;1;20,93;31/03/2012
MX-2014-139654;SV-20815;OFF-SU-10003665;83,6;5;20,93;17/03/2012
MX-2011-129567;BG-11035;FUR-BO-10001721;84,34;1;20,92;15/09/2011
ES-2013-3078948;SH-20395;TEC-CO-10002857;289,068;2;20,92;26/10/2012
US-2014-134075;LR-16915;FUR-CH-10003883;187,936;2;20,91;18/10/2011
ID-2014-74119;DH-13675;OFF-BI-10002919;138,567;11;20,91;17/12/2011
IN-2013-59748;TR-21325;OFF-EN-10001491;278,64;6;20,91;30/12/2014
CA-2013-114601;AA-10480;TEC-AC-10003911;479,97;3;20,91;17/11/2014
UP-2014-1400;IM-5070;TEC-CAN-10004166;288,36;2;20,91;30/07/2012
MX-2012-126928;TN-21040;TEC-MA-10004956;344,64;3;20,9;26/01/2012
ES-2012-2943937;CS-12505;FUR-FU-10003986;87,6;2;20,9;12/08/2014
IT-2011-2396037;CM-12190;OFF-ST-10002622;811,944;7;20,9;01/10/2014
IN-2012-79411;GH-14665;FUR-FU-10000541;466,956;7;20,9;07/02/2011
IN-2013-63542;MH-17290;OFF-PA-10000579;183,75;7;20,9;13/11/2012
IN-2012-36655;AP-10915;TEC-PH-10002104;381,591;3;20,9;18/06/2014
MX-2012-133172;BF-11005;OFF-ST-10000619;210,112;2;20,9;13/11/2012
IT-2012-2166139;IG-15085;OFF-AR-10001672;146,61;3;20,89;27/09/2014
IN-2014-59426;CC-12550;OFF-BI-10004685;68,175;5;20,89;11/11/2013
US-2013-130092;LD-16855;FUR-CH-10001044;240,912;6;20,88;23/04/2014
MX-2013-133256;RD-19480;FUR-BO-10003438;411,4;5;20,88;16/10/2014
PL-2013-7840;DK-3375;OFF-ROG-10001418;243;4;20,88;04/12/2014
RO-2013-9750;NG-8355;TEC-CAN-10002337;148,59;1;20,88;22/06/2012
MX-2012-133718;CR-12730;TEC-PH-10003215;178,776;6;20,88;20/09/2013
ES-2014-2397033;MJ-17740;TEC-CO-10001342;359,85;1;20,87;10/08/2011
ES-2011-3995423;RD-19480;OFF-PA-10002524;85,23;3;20,87;16/12/2013
IZ-2013-2720;GM-4500;OFF-SAN-10003393;96,66;2;20,87;14/11/2014
IR-2013-9270;MM-8055;TEC-HEW-10001558;142,47;1;20,87;16/05/2012
IT-2013-5753206;TP-21415;OFF-SU-10003115;199,26;9;20,86;18/09/2012
ES-2014-2179863;LE-16810;TEC-CO-10004558;215,73;2;20,86;05/09/2014
ID-2014-25497;LH-17020;OFF-EN-10004941;91,665;7;20,86;18/12/2013
CA-2013-169943;BN-11515;OFF-AP-10001563;242,9;5;20,86;12/08/2011
AU-2012-7410;LA-6780;OFF-TEN-10003089;266,4;2;20,86;25/07/2013
US-2012-164546;EM-13810;TEC-PH-10002816;223,104;3;20,85;24/08/2012
ES-2014-2411166;BG-11035;OFF-PA-10003416;293,76;9;20,85;17/09/2014
ES-2013-5345443;AG-10330;FUR-BO-10003881;394,2;2;20,85;01/07/2014
ES-2014-4430801;AB-10060;OFF-AR-10000079;148,68;6;20,85;23/03/2012
IN-2014-24384;RB-19360;OFF-AR-10001043;99,96;7;20,85;29/08/2013
MX-2014-136280;VG-21790;FUR-FU-10000885;59,28;4;20,85;27/08/2012
IN-2011-67028;DK-13150;TEC-PH-10003713;954,225;2;20,84;15/10/2014
MX-2011-115014;DN-13690;OFF-ST-10001051;391,2;12;20,84;31/10/2014
ES-2014-4134792;AZ-10750;TEC-AC-10001636;192,6;5;20,83;04/03/2013
ES-2011-4182812;TZ-21580;OFF-AR-10003829;187,68;8;20,83;07/03/2011
ES-2013-4065837;JH-16180;OFF-LA-10003278;79,59;7;20,83;07/04/2014
ES-2012-1762599;MB-17305;OFF-AR-10003012;164,64;7;20,83;01/07/2011
CA-2011-116932;ME-18010;FUR-TA-10004175;272,848;1;20,83;19/10/2014
SU-2014-3450;EB-4170;FUR-DEF-10003315;195,72;4;20,83;31/05/2011
SF-2014-2490;MR-7545;TEC-MEM-10000582;58,8;2;20,83;06/08/2012
ES-2011-3979558;HK-14890;OFF-ST-10002706;272,76;2;20,82;28/12/2012
IN-2011-79663;SC-20680;TEC-CO-10000663;1341,63;5;20,82;22/10/2011
UP-2012-8290;CT-1995;TEC-HEW-10003531;263,67;1;20,82;14/05/2014
ES-2012-2404634;FH-14365;OFF-PA-10001795;118,95;5;20,81;26/02/2013
CA-2012-135685;MP-18175;FUR-FU-10001185;185,58;6;20,81;25/11/2013
SF-2013-490;KL-6645;TEC-SAN-10004027;224,82;2;20,81;24/06/2014
ES-2013-4550309;BN-11515;TEC-AC-10004704;277,92;6;20,8;27/06/2013
IR-2011-6390;AR-510;TEC-CAN-10002363;318,03;1;20,8;02/11/2012
UP-2012-5960;HG-4845;TEC-HEW-10000930;148,32;1;20,8;05/07/2014
ID-2013-49248;CM-11830;OFF-ST-10003017;56,3736;4;20,79;23/05/2014
CA-2014-156237;PS-18760;FUR-CH-10002372;113,372;2;20,79;26/08/2014
MX-2013-102036;RE-19450;TEC-CO-10001221;382,21404;3;20,79;11/09/2014
ES-2012-5923089;CB-12535;TEC-PH-10004879;379,8;5;20,78;11/02/2013
ES-2011-2210233;DP-13390;OFF-AR-10000110;509,52;11;20,78;13/11/2014
ES-2012-5600285;BD-11620;FUR-FU-10004422;206,4;4;20,78;11/06/2014
IT-2011-3270900;AW-10840;FUR-CH-10000745;87,03;3;20,78;01/02/2013
ID-2012-61071;TG-21640;FUR-CH-10003760;259,605;6;20,78;06/07/2012
CA-2013-129868;MC-18130;TEC-PH-10002275;302,384;2;20,78;13/08/2013
NI-2012-6350;DG-3300;OFF-STI-10000305;86,562;6;20,78;14/12/2012
MX-2014-116330;GH-14665;OFF-ST-10002463;64;2;20,78;27/11/2014
US-2014-119515;DC-12850;TEC-PH-10000788;98,1;3;20,77;13/09/2014
ES-2013-5251413;TB-21175;OFF-ST-10002539;260,415;5;20,77;27/03/2012
ES-2014-1274177;BF-11170;TEC-MA-10004693;340,83;7;20,77;26/09/2011
CA-2012-168004;DJ-13420;FUR-CH-10001482;392,94;3;20,77;16/06/2011
EZ-2012-2340;SF-10200;FUR-NOV-10002791;166,71;1;20,77;09/12/2011
ES-2014-3914489;SP-20650;OFF-ST-10001050;242,1;5;20,76;20/08/2011
IN-2013-62723;SJ-20500;FUR-CH-10004387;110,88;2;20,76;07/07/2012
US-2011-117135;NP-18325;TEC-PH-10002033;284,82;1;20,76;03/06/2014
CA-2012-130974;MA-17560;OFF-PA-10003823;154,9;5;20,76;08/04/2013
TZ-2013-8210;MG-7695;TEC-KON-10000302;76,14;1;20,76;07/10/2012
MX-2012-156776;NC-18625;FUR-CH-10003354;288,192;3;20,75;03/03/2011
US-2011-120740;PS-18970;OFF-AP-10000240;106,96;2;20,75;07/08/2013
KE-2013-1340;JL-5505;TEC-LOG-10002018;202,38;2;20,75;30/08/2011
MX-2011-156237;SK-19990;TEC-PH-10002102;202,56;4;20,74;06/02/2012
US-2011-147529;CT-11995;TEC-CO-10000917;211,38104;2;20,74;31/08/2012
MX-2011-152562;BP-11185;FUR-FU-10004787;216,3;3;20,74;09/07/2013
ID-2011-58229;RB-19360;TEC-MA-10002538;208,44;4;20,74;15/11/2012
MX-2013-135090;DK-13090;TEC-CO-10004521;248,08284;3;20,74;27/08/2012
MX-2012-120537;VP-21730;FUR-FU-10000850;133,76;4;20,73;24/07/2014
ID-2013-24804;RH-19495;FUR-BO-10003887;321,9426;3;20,73;29/08/2011
ES-2013-1686888;CA-12265;OFF-AR-10001110;128,76;4;20,72;03/01/2014
ID-2013-53007;TS-21340;TEC-PH-10003481;110,5062;2;20,72;30/12/2014
IN-2011-18385;RO-19780;TEC-CO-10000778;170,04;1;20,72;10/05/2014
MX-2013-147690;TS-21340;FUR-FU-10000159;292,64;4;20,71;20/11/2013
ES-2012-1671236;BS-11755;FUR-FU-10000468;108,15;1;20,71;01/08/2012
IN-2012-59188;AJ-10945;OFF-EN-10002784;92,88;4;20,71;02/06/2014
CA-2012-4560;PR-8880;FUR-SAU-10002642;166,68;1;20,71;01/06/2013
ES-2014-2332714;CC-12610;TEC-PH-10000879;1954,17;3;20,7;30/12/2012
ID-2014-43060;DS-13180;FUR-BO-10004821;659,178;6;20,7;02/07/2013
IN-2012-12162;KB-16585;OFF-SU-10002445;211,5;5;20,7;22/10/2014
SF-2014-1270;CS-2355;TEC-CAN-10002879;260,34;1;20,7;10/12/2012
ES-2014-1160253;AH-10195;OFF-AR-10003117;145,05;5;20,69;03/08/2012
IN-2013-17524;GM-14440;OFF-ST-10001186;248,64;4;20,69;26/08/2011
IN-2011-13632;RC-19825;FUR-FU-10002890;213,84;2;20,69;29/05/2014
ZA-2013-8130;JK-5730;OFF-HOO-10002752;526,26;1;20,69;20/05/2013
CM-2014-4460;JJ-5445;OFF-SME-10003530;394,98;2;20,69;28/01/2014
IT-2012-5245986;MC-17635;OFF-FA-10003818;108,24;11;20,68;28/12/2011
ID-2011-76884;HF-14995;FUR-CH-10000694;185,0175;3;20,68;11/02/2014
CA-2011-167927;XP-21865;FUR-FU-10002918;272,94;3;20,68;03/04/2014
MX-2013-154431;Co-12640;TEC-CO-10002427;348,82096;2;20,68;09/08/2012
US-2014-124695;DJ-13510;FUR-CH-10000920;242,944;2;20,68;16/03/2012
ID-2011-43977;CM-12115;OFF-BI-10000340;160,356;4;20,67;29/09/2011
US-2011-116358;TS-21340;TEC-AC-10000501;311,796;3;20,67;17/07/2011
IT-2014-5285883;PB-19210;TEC-CO-10004042;378,81;2;20,66;09/08/2011
CA-2012-133242;KH-16510;OFF-ST-10003716;450,04;2;20,66;08/12/2011
IV-2014-5760;EH-3945;FUR-TEN-10003923;175,8;4;20,66;10/10/2013
MX-2012-101000;DB-13360;OFF-PA-10002473;203,76;9;20,65;27/06/2012
IN-2013-63773;VS-21820;OFF-PA-10004185;71,19;3;20,65;31/01/2013
IN-2014-66062;RB-19705;OFF-AR-10001278;181,44;12;20,65;24/04/2014
ID-2013-36662;TG-21310;TEC-AC-10001664;129,8871;3;20,65;28/10/2011
IN-2014-64410;LA-16780;OFF-ST-10003141;289,35;5;20,65;02/08/2013
CA-2014-112039;JC-15775;TEC-PH-10000984;470,376;3;20,65;05/11/2013
CA-2013-115525;RR-19525;OFF-AP-10000026;243,88;5;20,65;15/03/2014
CA-2013-103107;RB-19465;TEC-PH-10001198;177,48;3;20,65;19/02/2013
HU-2013-1550;GT-4755;OFF-BIC-10001510;117,12;4;20,65;09/02/2013
ES-2011-3848439;MG-17890;OFF-AR-10001291;207,12;4;20,64;10/01/2013
ES-2014-3014144;BS-11755;OFF-PA-10001722;71,46;3;20,64;20/12/2013
IN-2014-52930;TZ-21580;FUR-FU-10004283;276,885;7;20,64;24/06/2014
SF-2014-7280;SL-10155;FUR-TEN-10003648;143,1;6;20,64;26/12/2013
US-2013-130855;PG-18895;OFF-AR-10003914;66,32;2;20,63;30/07/2011
ES-2014-5891109;OT-18730;TEC-MA-10000327;291,924;4;20,63;25/06/2013
ES-2012-4424003;ZC-21910;TEC-PH-10001963;186,66;3;20,63;27/11/2014
ES-2012-2826975;CD-12280;OFF-AR-10001230;190,89;7;20,63;21/02/2014
ES-2011-3394310;KA-16525;TEC-CO-10002769;599,16;2;20,63;18/08/2014
IN-2012-26134;PT-19090;TEC-PH-10000214;111,051;1;20,63;06/08/2012
CA-2014-116939;AG-10900;OFF-ST-10001476;177,55;5;20,63;30/04/2013
CA-2012-157805;RH-19510;TEC-PH-10004447;555,96;5;20,63;07/04/2014
MO-2014-8000;DO-3435;OFF-BOS-10001772;213,12;8;20,63;22/08/2014
UZ-2014-110;DK-2835;TEC-EPS-10001644;162,18;2;20,63;29/11/2011
MX-2012-113523;RF-19840;TEC-CO-10004981;159,68;2;20,63;11/09/2013
MX-2014-139157;AS-10240;OFF-ST-10000836;180,7;5;20,63;02/07/2014
MX-2014-144806;DM-13015;OFF-PA-10000273;129,12;4;20,63;04/11/2013
ID-2012-12519;CR-12580;OFF-PA-10003252;137,295;9;20,62;27/11/2012
IN-2013-58481;LS-17230;OFF-SU-10004766;174,204;4;20,62;16/08/2013
IN-2014-62849;GR-14560;TEC-PH-10003556;369,99;3;20,62;20/09/2013
IN-2013-83436;AG-10330;TEC-AC-10000264;400,32;4;20,62;19/06/2014
CA-2011-167850;AG-10525;TEC-PH-10002398;178,384;2;20,62;25/04/2011
CA-2014-115105;BD-11770;FUR-BO-10001811;240,784;1;20,62;24/10/2014
CA-2014-165904;HR-14770;TEC-PH-10000576;219,184;2;20,62;22/03/2011
IZ-2013-740;TH-11235;FUR-BUS-10004854;172,62;1;20,62;21/06/2013
ZA-2014-9750;TS-11205;TEC-MEM-10002202;246,42;1;20,62;17/02/2011
US-2012-163265;ME-18010;FUR-CH-10000302;210,288;3;20,61;17/04/2013
IN-2012-13359;GM-14680;TEC-PH-10003572;117,666;2;20,61;10/04/2014
IN-2013-81021;PO-18850;OFF-SU-10002775;209,52;6;20,61;15/01/2011
CA-2014-163860;LO-17170;FUR-CH-10004698;113,372;2;20,61;11/08/2012
MX-2014-151323;LP-17095;OFF-ST-10004532;178,88;2;20,61;13/11/2014
IN-2014-26260;MO-17500;OFF-AR-10003554;222,615;5;20,6;28/03/2013
IN-2012-21339;LL-16840;FUR-FU-10003736;769,65;7;20,6;06/09/2012
IN-2014-30264;ON-18715;TEC-PH-10003546;409,95;3;20,6;06/09/2014
TX-2013-1390;BT-1485;FUR-HON-10000103;294,57;6;20,6;25/09/2014
ES-2012-5262396;JK-15730;OFF-EN-10004970;118,95;5;20,59;09/12/2013
TU-2014-5450;KN-6450;TEC-OKI-10002736;415,152;6;20,59;20/10/2011
IT-2014-2902671;GA-14725;FUR-FU-10000950;122,94;3;20,58;31/01/2013
CA-2014-117632;CS-12175;FUR-TA-10001520;285,48;5;20,58;05/07/2014
ID-2012-31118;TH-21550;OFF-AR-10002458;131,811;5;20,57;03/11/2014
CA-2013-101525;CM-12235;OFF-PA-10001497;109,92;2;20,57;14/09/2013
CA-2014-141572;LO-17170;FUR-FU-10001185;247,44;8;20,57;04/01/2012
IS-2011-7780;TG-11640;FUR-HON-10001343;317,37;1;20,57;18/10/2013
MX-2013-133312;KH-16690;FUR-FU-10002007;84;5;20,57;09/11/2012
MX-2013-169572;MS-17830;OFF-EN-10004580;169,9;5;20,56;02/11/2013
ES-2013-4486106;AB-10060;OFF-BI-10000538;151,65;3;20,56;22/10/2011
IN-2014-79278;PR-18880;FUR-FU-10002648;47,52;2;20,56;10/09/2014
ID-2011-31818;HG-14845;TEC-PH-10003488;273,18;2;20,56;16/09/2014
IN-2014-13296;DK-13375;TEC-PH-10001585;418,05;3;20,56;28/06/2011
IN-2013-26750;MC-17635;FUR-FU-10001045;110,28;2;20,56;01/11/2012
CA-2012-102036;CS-12130;OFF-ST-10003123;199,74;6;20,56;14/05/2013
ES-2014-5915369;AR-10510;TEC-MA-10003198;338,4;4;20,55;09/05/2014
ES-2014-5366847;ZC-21910;OFF-EN-10000056;135,45;5;20,55;10/05/2012
IN-2014-75470;CS-12460;FUR-BO-10000699;166,68;1;20,55;16/09/2014
CA-2014-135692;CV-12805;FUR-BO-10002268;220,2656;4;20,55;17/06/2013
CA-2014-113908;KN-16390;FUR-TA-10001932;384,768;2;20,55;24/12/2012
CA-2014-115448;MH-18025;FUR-FU-10004090;88,92;5;20,55;09/04/2014
GV-2014-5670;RM-9675;OFF-ELD-10001477;197,94;1;20,55;31/12/2014
TU-2013-6410;TB-11625;TEC-EPS-10003473;64,776;2;20,55;29/10/2013
ES-2011-5158390;RC-19825;OFF-AR-10001599;102,72;2;20,54;03/12/2013
CA-2014-150189;VG-21790;OFF-LA-10002762;75,18;6;20,54;25/11/2014
UP-2012-1240;SJ-10125;TEC-KON-10001624;122,37;1;20,54;06/08/2014
NI-2011-2380;RH-9510;TEC-MEM-10002005;73,206;1;20,54;22/03/2012
ES-2013-3971877;KT-16465;OFF-AR-10004519;164,7;3;20,53;30/10/2011
IT-2013-5719417;MZ-17515;TEC-MA-10004323;212,2875;3;20,53;31/03/2014
IN-2013-19869;PV-18985;FUR-CH-10002468;199,665;2;20,53;05/06/2014
IN-2011-85088;BM-11785;FUR-FU-10003326;58,17;1;20,53;06/12/2013
CA-2014-142461;KT-16480;FUR-BO-10001811;204,6664;1;20,53;09/11/2012
MX-2013-139766;BP-11290;TEC-AC-10004539;98,304;6;20,53;20/09/2014
MX-2013-155474;MG-17875;TEC-CO-10001756;191,85552;2;20,52;09/07/2011
ES-2013-2759612;HE-14800;FUR-BO-10004547;368,91;3;20,52;23/10/2014
ES-2011-4753806;MG-17890;OFF-BI-10003774;212,1;7;20,52;23/02/2014
CA-2014-105235;SM-20950;OFF-AP-10001271;254,9;5;20,52;21/09/2012
US-2011-123519;SS-20875;FUR-TA-10002645;136,53;1;20,52;18/11/2014
IZ-2012-1990;MS-7710;TEC-STA-10000546;222,66;6;20,52;22/08/2014
TU-2014-8160;SC-10260;TEC-BEL-10003177;130,704;4;20,52;18/12/2013
US-2012-103254;IL-15100;TEC-MA-10000772;151,992;3;20,52;14/08/2013
MX-2014-127082;RB-19465;FUR-BO-10001721;168,68;2;20,51;29/10/2012
ES-2014-5566428;DB-13270;TEC-PH-10003137;278,7;2;20,51;16/09/2013
IN-2012-20149;MS-17530;TEC-CO-10000594;717,4764;4;20,51;06/05/2011
IN-2014-11672;TB-21175;FUR-CH-10001913;529,29;3;20,51;12/08/2011
CA-2013-114748;MZ-17335;FUR-FU-10001488;169,568;2;20,51;27/05/2014
CA-2014-121048;TC-21295;TEC-AC-10000991;140,97;3;20,51;24/11/2012
TZ-2013-8210;MG-7695;OFF-BOS-10000363;175,32;6;20,51;25/02/2013
IN-2014-38223;MS-17770;TEC-PH-10003062;336,36;2;20,49;28/06/2012
IN-2014-37033;AT-10435;OFF-AR-10000660;290,3502;7;20,49;03/11/2014
IN-2012-42220;ED-13885;OFF-SU-10002027;115,287;5;20,49;05/09/2013
IN-2011-69751;GM-14440;TEC-CO-10000778;340,08;2;20,49;23/04/2013
CA-2013-139157;GM-14680;FUR-TA-10003238;330,588;1;20,49;25/10/2011
ES-2013-3509742;BE-11335;OFF-AP-10000172;325,26;6;20,48;05/10/2011
US-2012-117492;NS-18640;OFF-AP-10001492;77,58;9;20,48;01/01/2013
CA-2014-161172;SP-20920;TEC-AC-10004571;159,984;2;20,48;13/02/2012
US-2013-128650;SW-20350;TEC-AC-10001364;153,024;8;20,48;24/08/2013
US-2014-156104;RF-19840;OFF-AP-10001723;76,248;2;20,47;05/07/2011
ID-2014-82309;FW-14395;FUR-CH-10002273;520,776;6;20,47;17/10/2011
CA-2011-146703;PO-18865;OFF-ST-10001713;211,96;4;20,47;03/07/2014
CA-2011-111451;KL-16555;OFF-BI-10004593;78,6;5;20,47;12/06/2012
CA-2012-124499;FM-14380;OFF-AP-10002191;269,91;5;20,47;14/10/2013
US-2011-164406;BD-11605;OFF-AP-10003287;152,91;3;20,47;26/10/2012
SF-2014-4330;SM-10905;OFF-ACC-10002680;102,9;2;20,47;28/10/2013
MX-2014-155649;LT-16765;TEC-MA-10000888;113,68;2;20,46;23/09/2013
ES-2013-1001647;DD-13570;OFF-SU-10001125;111,12;4;20,46;02/04/2011
IT-2012-1941104;PK-19075;TEC-PH-10003153;341,475;5;20,46;17/12/2013
IN-2012-24097;PF-19165;TEC-PH-10003913;250,992;2;20,46;22/06/2013
IN-2014-82652;BM-11140;FUR-FU-10003609;219,9;2;20,46;20/11/2014
IN-2012-82841;GW-14605;TEC-MA-10000843;166,68;2;20,46;30/12/2014
MX-2011-131996;CM-12715;TEC-PH-10003522;149,1;3;20,45;26/11/2012
ES-2012-2836963;TM-21490;TEC-MA-10003478;553,5;5;20,45;28/09/2012
ZI-2012-5310;LC-6885;OFF-TEN-10004194;161,532;4;20,45;25/09/2013
TU-2014-9010;TS-11340;OFF-ELD-10000151;51,156;1;20,45;11/03/2013
MX-2014-104206;BT-11395;OFF-BI-10001895;239,96;7;20,45;24/04/2014
ES-2014-3004984;DW-13540;OFF-AR-10000799;144,18;9;20,44;01/08/2014
CA-2014-135650;AC-10660;OFF-ST-10001809;143,728;2;20,44;01/02/2013
CA-2014-118199;LB-16795;OFF-ST-10000604;104,28;3;20,44;14/03/2014
MO-2013-2970;CC-2685;TEC-SAM-10000779;278,88;2;20,44;09/11/2011
US-2013-102505;KB-16240;FUR-CH-10003621;208,572;7;20,44;27/11/2014
ES-2013-1212086;TT-21265;FUR-CH-10003440;180,252;2;20,43;20/11/2012
IN-2011-35325;KL-16645;OFF-BI-10004105;101,1936;4;20,43;15/06/2013
TU-2011-480;AJ-960;FUR-DAN-10004940;164,088;1;20,43;04/06/2013
NI-2013-2520;PJ-8835;TEC-MOT-10001342;343,728;8;20,43;27/04/2012
MX-2014-127082;RB-19465;TEC-CO-10001371;224,3504;2;20,42;18/12/2014
MX-2011-148579;LP-17080;TEC-AC-10004379;137,2;7;20,42;19/11/2013
ES-2014-3659838;CK-12205;TEC-AC-10001486;130,32;3;20,42;29/08/2013
ID-2014-57501;DM-13015;OFF-ST-10000103;875,16;8;20,42;13/03/2013
IN-2012-56395;LP-17095;TEC-AC-10004562;344,16;8;20,41;20/02/2012
IN-2012-24426;HZ-14950;FUR-BO-10003706;444,51;3;20,41;11/03/2013
IN-2013-67469;CC-12550;TEC-AC-10001600;363,825;7;20,41;23/06/2014
US-2011-132899;JB-15400;TEC-PH-10002871;138,696;2;20,4;04/10/2014
MX-2011-120649;MT-17815;FUR-CH-10002010;231,72;6;20,4;18/12/2014
IN-2014-57683;DL-13330;OFF-AP-10003500;308,46;1;20,4;05/03/2012
ID-2013-30201;VW-21775;FUR-CH-10003551;235,3812;2;20,4;11/05/2013
CA-2014-144456;FC-14245;TEC-PH-10001750;158,376;3;20,4;12/09/2011
IT-2012-2737300;PF-19225;OFF-AR-10003651;189,63;7;20,39;12/09/2012
IN-2012-78403;JL-15835;TEC-MA-10000555;512,91;3;20,39;04/01/2011
IN-2013-51075;FO-14305;FUR-CH-10002224;265,74;2;20,39;09/09/2013
IN-2013-59748;TR-21325;OFF-PA-10003805;215,04;7;20,39;27/11/2014
MX-2014-166142;MP-17965;FUR-CH-10001810;192;5;20,39;17/06/2014
ES-2013-1534120;CB-12535;OFF-AR-10001068;293,58;6;20,38;19/09/2011
ES-2014-4143720;LH-16900;OFF-BI-10000341;207,12;4;20,38;18/12/2014
ES-2013-3501129;MT-18070;OFF-AR-10003630;357,6;8;20,38;02/03/2012
MX-2014-133830;PS-18970;OFF-FA-10001237;74,56;8;20,38;19/11/2014
MX-2014-115042;LD-16855;FUR-BO-10004135;326,88;4;20,38;16/08/2013
ES-2012-4687979;SD-20485;OFF-AR-10000980;140,94;6;20,37;31/07/2013
ES-2012-2930191;AR-10510;OFF-ST-10002172;137,736;4;20,37;07/07/2011
ES-2014-1012006;TC-21295;OFF-AR-10001269;118,44;4;20,37;11/09/2014
IZ-2012-1710;CP-2340;TEC-EPS-10004328;262,74;1;20,37;27/09/2011
MX-2013-159366;RB-19705;TEC-AC-10000692;187,36;4;20,37;11/02/2014
MX-2013-100657;FM-14215;OFF-PA-10004501;98,08;8;20,37;30/06/2014
IN-2011-47414;JS-16030;OFF-EN-10003413;248,9004;6;20,36;24/06/2013
IN-2014-68218;GK-14620;FUR-CH-10000825;179,46;3;20,36;12/09/2013
CA-2013-106278;BM-11140;FUR-CH-10003061;215,976;3;20,36;20/06/2014
PL-2014-5810;AR-345;TEC-STA-10001232;149,28;2;20,36;22/03/2014
PL-2014-9440;DR-2940;TEC-BEL-10002106;114,81;1;20,36;25/09/2012
US-2014-122854;CR-12625;TEC-CO-10000222;67,78928;1;20,35;27/09/2014
IT-2011-1904026;DL-12865;TEC-PH-10001382;238,455;7;20,35;06/08/2014
IT-2012-4695448;PS-18760;TEC-CO-10000178;520,38;7;20,35;20/01/2012
CA-2013-126158;SC-20095;FUR-CH-10002602;241,568;2;20,35;25/09/2014
CA-2013-131205;AA-10645;OFF-BI-10000315;113,94;6;20,35;27/11/2014
MX-2013-162943;RS-19765;OFF-ST-10003997;275,58;3;20,34;15/12/2014
MX-2011-144183;JS-15685;FUR-FU-10001410;439,92;6;20,34;23/10/2012
ES-2013-4464084;RH-19555;TEC-PH-10001432;496,332;4;20,34;01/02/2012
CA-2013-100965;RM-19375;FUR-FU-10003039;215,65;5;20,34;13/12/2011
CA-2013-118101;SN-20560;OFF-ST-10001837;171,04;4;20,34;27/09/2011
ES-2011-4753806;DL-12865;OFF-ST-10001818;290,88;6;20,33;22/12/2011
ES-2011-4816650;YS-21880;FUR-FU-10000225;292,68;6;20,33;09/03/2012
ES-2012-1158066;BM-11575;OFF-ST-10004482;112,698;2;20,33;27/01/2011
ES-2013-1680695;DD-13570;FUR-FU-10000913;326,64;8;20,33;06/01/2014
ES-2011-1831867;GB-14575;OFF-SU-10000171;86,58;2;20,33;26/12/2014
ES-2014-4381460;GK-14620;OFF-AR-10001777;99;2;20,33;18/06/2014
ES-2012-5819900;GH-14425;OFF-ST-10000130;150,528;4;20,32;28/09/2011
IN-2013-25798;BW-11110;TEC-PH-10001428;159,66;2;20,32;25/03/2014
IZ-2011-5300;RB-9465;OFF-STI-10004202;138,06;6;20,32;10/06/2014
MX-2011-154326;EH-13945;TEC-PH-10001095;243,7;5;20,31;22/09/2014
